data_i;cod_staz;cod_aggr;prec24;cl_prec24;prec01;prec06;cl_prec06;prec12;cl_prec12;ggneve;storm;ggstorm
2021-06-18 00:00:00;6660;4;((24, 1), 5.0, None, None);(23, 1, 0, 0, 0, 0);((24, 1), 5.0, '2021-06-18T09:00:00');((24, 1), 5.0, '2021-06-18T06:00:00');(3, 1, 0, 0, 0, 0);((24, 1), 5.0, '2021-06-18T00:00:00');(1, 1, 0, 0, 0, 0);;;
2021-06-19 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-19T00:00:00');((24, 1), 0.0, '2021-06-19T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-19T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-06-20 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-20T00:00:00');((24, 1), 0.0, '2021-06-20T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-20T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-06-21 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-21T00:00:00');((24, 1), 0.0, '2021-06-21T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-21T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-06-22 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-22T00:00:00');((24, 1), 0.0, '2021-06-22T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-22T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-06-23 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-23T00:00:00');((24, 1), 0.0, '2021-06-23T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-23T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-06-24 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-24T00:00:00');((24, 1), 0.0, '2021-06-24T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-24T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-06-25 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-25T00:00:00');((24, 1), 0.0, '2021-06-25T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-25T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-06-26 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-26T00:00:00');((24, 1), 0.0, '2021-06-26T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-26T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-06-27 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-27T00:00:00');((24, 1), 0.0, '2021-06-27T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-27T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-06-28 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-28T00:00:00');((24, 1), 0.0, '2021-06-28T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-28T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-06-29 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-29T00:00:00');((24, 1), 0.0, '2021-06-29T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-29T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-06-30 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-30T00:00:00');((24, 1), 0.0, '2021-06-30T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-06-30T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-01 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-01T00:00:00');((24, 1), 0.0, '2021-07-01T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-01T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-02 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-02T00:00:00');((24, 1), 0.0, '2021-07-02T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-02T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-03 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-03T00:00:00');((24, 1), 0.0, '2021-07-03T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-03T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-04 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-04T00:00:00');((24, 1), 0.0, '2021-07-04T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-04T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-05 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-05T00:00:00');((24, 1), 0.0, '2021-07-05T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-05T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-06 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-06T00:00:00');((24, 1), 0.0, '2021-07-06T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-06T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-07 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-07T00:00:00');((24, 1), 0.0, '2021-07-07T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-07T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-08 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-08T00:00:00');((24, 1), 0.0, '2021-07-08T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-08T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-09 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-09T00:00:00');((24, 1), 0.0, '2021-07-09T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-09T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-10 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-10T00:00:00');((24, 1), 0.0, '2021-07-10T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-10T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-11 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-11T00:00:00');((24, 1), 0.0, '2021-07-11T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-11T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-12 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-12T00:00:00');((24, 1), 0.0, '2021-07-12T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-12T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-13 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-13T00:00:00');((24, 1), 0.0, '2021-07-13T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-13T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-14 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-14T00:00:00');((24, 1), 0.0, '2021-07-14T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-14T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-15 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-15T00:00:00');((24, 1), 0.0, '2021-07-15T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-15T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-16 00:00:00;6660;4;((24, 1), 15.4, None, None);(22, 1, 0, 1, 0, 0);((24, 1), 13.0, '2021-07-16T16:00:00');((24, 1), 15.4, '2021-07-16T12:00:00');(3, 0, 0, 1, 0, 0);((24, 1), 15.4, '2021-07-16T12:00:00');(1, 0, 0, 1, 0, 0);;;
2021-07-17 00:00:00;6660;4;((24, 1), 30.0, None, None);(17, 5, 2, 0, 0, 0);((24, 1), 6.2, '2021-07-17T13:00:00');((24, 1), 11.8, '2021-07-17T12:00:00');(1, 0, 1, 2, 0, 0);((24, 1), 18.0, '2021-07-17T12:00:00');(0, 0, 0, 2, 0, 0);;;
2021-07-18 00:00:00;6660;4;((24, 1), 0.4, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.4, '2021-07-18T06:00:00');((24, 1), 0.4, '2021-07-18T06:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.4, '2021-07-18T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-19 00:00:00;6660;4;((24, 1), 1.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.8, '2021-07-19T02:00:00');((24, 1), 0.8, '2021-07-19T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.8, '2021-07-19T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-20 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-20T00:00:00');((24, 1), 0.0, '2021-07-20T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-20T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-21 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-21T00:00:00');((24, 1), 0.0, '2021-07-21T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-21T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-22 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-22T00:00:00');((24, 1), 0.0, '2021-07-22T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-22T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-23 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-23T00:00:00');((24, 1), 0.0, '2021-07-23T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-23T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-24 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-24T00:00:00');((24, 1), 0.0, '2021-07-24T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-24T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-25 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-25T00:00:00');((24, 1), 0.0, '2021-07-25T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-25T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-26 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-26T00:00:00');((24, 1), 0.0, '2021-07-26T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-26T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-27 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-27T00:00:00');((24, 1), 0.0, '2021-07-27T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-27T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-28 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-28T00:00:00');((24, 1), 0.0, '2021-07-28T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-28T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-29 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-29T00:00:00');((24, 1), 0.0, '2021-07-29T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-29T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-30 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-30T00:00:00');((24, 1), 0.0, '2021-07-30T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-30T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-07-31 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-31T00:00:00');((24, 1), 0.0, '2021-07-31T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-07-31T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-08-01 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-01T00:00:00');((24, 1), 0.0, '2021-08-01T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-01T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-08-02 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-02T00:00:00');((24, 1), 0.0, '2021-08-02T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-02T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-08-03 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-03T00:00:00');((24, 1), 0.0, '2021-08-03T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-03T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-08-04 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-04T00:00:00');((24, 1), 0.0, '2021-08-04T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-04T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-08-05 00:00:00;6660;4;((24, 1), 0.6, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.6, '2021-08-05T04:00:00');((24, 1), 0.6, '2021-08-05T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.6, '2021-08-05T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-08-06 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-06T00:00:00');((24, 1), 0.0, '2021-08-06T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-06T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-08-07 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-07T00:00:00');((24, 1), 0.0, '2021-08-07T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-07T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-08-08 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-08T00:00:00');((24, 1), 0.0, '2021-08-08T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-08T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-08-09 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-09T00:00:00');((24, 1), 0.0, '2021-08-09T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-09T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-08-10 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-10T00:00:00');((24, 1), 0.0, '2021-08-10T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-10T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-08-11 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-11T00:00:00');((24, 1), 0.0, '2021-08-11T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-11T00:00:00');(2, 0, 0, 0, 0, 0);;;
2021-08-12 00:00:00;6660;4;((24, 1), 0.0, None, None);(24, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-12T00:00:00');((24, 1), 0.0, '2021-08-12T00:00:00');(4, 0, 0, 0, 0, 0);((24, 1), 0.0, '2021-08-12T00:00:00');(2, 0, 0, 0, 0, 0);;;
